Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W,instructor_id,instructor_name_normalized
"Deluke, Eugene","Thankamony, Parvathy",,,,,OPRE,3310,0W1,,11,,5,12,,3,11,,,5,,1,,,,,,1,gxd052000,eugene deluke
"Sabri, Ehap H","Vardhineni, Sai Chandhar",,,,,OPRE,6370,501,,6,1,,,,,,,,,,,,,,,,0,exs055000,ehap sabri
"Katok, Elena M","Garg, Harsh",,,,,OPRE,6371,0W1,,7,10,11,4,2,,1,,,,,1,,,,,,0,emk120030,elena katok
"Goldman, Nathan C","Fan, Zhongwen",,,,,ACCT,3350,501,,5,5,7,7,8,5,4,1,2,,,1,,,,,,0,jpg140630,john gamino
"Thurgood, Keith L",,,,,,MKT,3330,001,10,6,2,2,,1,,,4,,,,2,,,,,1,2,jmg171130,jerome gafford
"Guler, Lale",,,,,,ACCT,6334,001,,11,4,3,1,,,,,,,,,,,,,,0,lxg152230,lale guler
"Watson, John M",,,,,,BA,3100,001,14,15,4,5,1,,1,,,,,,,,,,,,0,jmw077000,john watson
"Watson, John M","Smith, Charles F",,,,,BCOM,4350,001,,2,11,2,9,3,3,,,,,,3,,,,,,0,dxr143530,david reid
"Reid, David",,,,,,BCOM,4350,002,,35,,,,,,,,,,,1,,,,,,0,vxd171930,veronica de los santos
"Smallwood, Margaret G","Rosillo, Andrea G",,,,,BCOM,4350,003,2,20,11,3,3,1,,,,,,,,,,,,,0,kal110030,kristen lawson
"Moore, Sarah E","Rosillo, Andrea G",,,,,BCOM,4350,004,5,8,12,3,5,,,2,,,,,,,,,,,0,kxp154730,karen patton
"Moore, Sarah E","Rosillo, Andrea G",,,,,BCOM,4350,005,4,10,14,4,,1,,,,,,,,,,,,,0,kxp154730,karen patton
"Moore, Sarah E","Rosillo, Andrea G",,,,,BCOM,4350,006,1,8,15,1,4,2,1,,,,1,,,,,,,,0,kal110030,kristen lawson
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,BCOM,4350,011,1,7,4,6,3,6,,4,,,,,3,,,,,,0,kxl164330,kathryn lookadoo
"Betanzos, Christina L","Juarez Herrera, Pablo J",,,,,BLAW,2301,501,,15,11,10,5,18,5,11,3,,3,,3,,,,,,3,clb120030,christina betanzos
"Polze, Matthew M","Ayala, Nestor A",,,,,BLAW,4310,HON,,19,1,4,1,,,,,,,,,,,,,,0,mmp062000,matthew polze
"Miller, Toyah L","Li, Jianan",,,,,BPS,4305,008,2,3,5,13,6,11,4,2,,2,,,,,,,,,1,smc130730,shawn carraher
"Liebowitz, Stan","Nguyen, Loc H",,,,,MECO,6303,001,,13,17,5,10,,,1,,,,,,,,,,,0,mxb135230,moran blueshtein
"Guttery, Randall",,,,,,REAL,3305,002,,1,1,,8,1,,3,,,2,1,,,1,,,,0,rxg112530,randall guttery
"Zydorek, Hubert",,,,,,IMS,3310,007,,12,12,10,7,5,2,,,,,,,,,,,,0,hxz120930,hubert zydorek
"Haworth, Julie B",,,,,,MKT,3320,001,3,12,16,11,4,6,1,,,1,,,,,,,,2,0,haworth,julie haworth
"Amirpour, Semiramis",,,,,,MKT,3330,002,5,8,5,1,5,2,,,3,,,,,,,,,,0,jmg171130,jerome gafford
"Amirpour, Semiramis",,,,,,MKT,4332,001,8,4,1,,,2,,1,,1,,1,,,,,,,0,sxa130731,semiramis amirpour
"harrop, Jonathan","Haworth, Julie B",,,,,MKT,4334,001,6,21,6,,9,,1,,,1,,,,,,,,,0,jjh170530,jonathan harrop
"Wu, Fang","Qian, Kun",,,,,MKT,4380,002,,6,2,1,3,,2,,,,1,,,,,,,,0,fxw052000,fang wu
"Gurun, Umit",,,,,,ACCT,6344,0W1,,14,12,13,6,1,1,,,,,,,,,,,,1,ugg041000,umit gurun
"Goldman, Nathan C","Fan, Zhongwen",,,,,ACCT,6350,001,,1,4,2,1,,,,,,,,1,,,,,,1,ncg160030,nathan goldman
"Goldman, Nathan C","Fan, Zhongwen",,,,,ACCT,6350,501,,10,10,10,10,4,1,,,,,,,,,,,,0,jpg140630,john gamino
"Zolton, Kathy",,,,,,ACCT,6389,501,,12,1,,,,,,,,,,,,,,,,0,kxz121730,kathy zolton
"Flannery, Carol","Mobini Dehkordi, Zahra","Nagarajan, Rahul",,,,OPRE,6301,001,,46,,8,14,,2,5,,,,,1,,,,,,0,sxw163830,shouqiang wang
"Sethi, Awanti","Zhang, Wan Hua",,,,,OPRE,6303,0W1,,24,2,2,3,,,,,,,,1,,,,,,1,asethi,awanti sethi
"Thompson, Luell O","Patnaik, Shreeparna",,,,,MIS,6319,501,,9,,,9,,,1,,,,,,,,,,,0,lot013000,luell thompson
"Dogan, Kutsal","Pakala, Tharun Reddy",,,,,MIS,6320,001,,7,4,2,3,3,,1,,,,,,,,,,,1,rln130030,ravishankar narayan
"Mehra, Amit","Mutyala, Mehar Venkat Aditya",,,,,MIS,6344,501,,9,18,5,3,2,1,2,,,,,,,,,,,0,hxs104000,harpreet singh
"Chapman, Juliann G","Andaleeb, Uruba",,,,,FIN,3330,501,5,26,,4,9,,1,1,,,2,,1,,,,,,0,jgc160130,juliann chapman
"Anderson, Frank W",,,,,,FIN,4310,002,,4,4,4,2,4,2,4,3,1,,,1,,,,,,0,fwa012000,
"Anderson, Frank W",,,,,,FIN,4310,501,,3,5,2,3,6,5,6,4,,,,1,,,,,,0,jmm172030,jean marie meier
"Manzi, Jeff",,,,,,FIN,6314,001,,6,5,2,5,1,1,,,,,,,,,,,,1,jxm158130,jeffrey manzi
"Guttery, Randall",,,,,,FIN,6321,001,,4,2,,1,1,,2,,,,,,,,,,,0,rxg112530,randall guttery
"Nakhaei, Mofid","Vardhineni, Sai Chandhar",,,,,OPRE,3333,501,18,15,,5,15,,2,3,,,,,1,,,,,,3,lxk120730,levent kaan
"DeCourcy, George A",,,,,,FIN,3305,001,5,4,4,4,6,1,1,3,2,,2,1,2,,,,,1,1,rxg112530,randall guttery
"Guttery, Randall",,,,,,FIN,3305,002,,6,,,15,,,12,1,,4,1,3,,,,,,0,rxg112530,randall guttery
"Gafford, Jerome M",,,,,,MKT,3330,501,11,5,4,,2,,1,,1,1,1,,3,,,,,,0,jmg171130,jerome gafford
"Parks, David","Henry, Aaron M",,,,,OPRE,4360,501,,18,5,,,,,,,,,,,,,,,,0,dxp153830,david parks
"Weekley, Jeff A","Kemp, Ayenda",,,,,OBHR,4360,001,3,3,11,2,13,3,,2,,,,,,,,,,,0,jaw160330,jeff weekley
"Kuo, Ching-Chung","Deodhar, Adneya","Guda, Harish",,,,OPRE,4340,001,,11,6,6,27,8,10,12,,,3,,,,,,,,1,cxk162830,
"Parks, David",,,,,,OPRE,6367,501,,17,9,,2,,,,,,,,,,,,,,0,dxp153830,david parks
"Chambers, Bryan D",,,,,,ENTP,6360,001,,4,3,,2,,,,,,,,,,,,,,0,bdc160330,
"Oguzman, Neslihan","Thakkar, Kathan",,,,,OPRE,3333,003,15,12,11,3,6,6,,4,1,1,,4,2,,,,,,0,dxp153830,david parks
"Chiong, Khai X","Surolia, Prakhar",,,,,MKT,3300,009,4,26,12,6,1,,,,,,,,,,,,,,0,pxp030100,parneet pahwa
"Kaplan, Marilyn R",,,,,,OBHR,4310,001,11,12,4,5,6,7,,1,1,1,,1,3,,,,,,8,dmcnulty,diane mcnulty
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,MIS,6369,0W1,,6,,,10,,,3,,,,,,,,,,,1,gxd052000,eugene deluke
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,OPRE,6369,0W1,,9,,,11,,,2,,,,,,,,,,,0,gxd052000,eugene deluke
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,OPRE,6369,001,,23,,,20,,,1,,,,,,,,,,,0,gxd052000,eugene deluke
"Cakanyildirim, Metin","Vu, Duc D",,,,,OPRE,6389,501,,5,3,2,,1,,,,,,,,,,,,,0,metin,metin cakanyildirim
"Bradbury, Judd D","Senthilkumar, Gowtham","Vashistha, Manish Surendra",,,,MIS,6309,001,,12,9,4,8,6,,1,,,,,,,,,,,0,jdb101000,judd bradbury
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,4350,007,3,19,4,2,2,3,1,,,,,,,,,,,,0,vdm130030,victoria mccrady
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,4350,HON,15,26,1,1,,,,,,,,,,,,,,,0,kal110030,kristen lawson
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,BCOM,4350,009,2,7,5,6,3,6,3,,,,,,,,,,,,0,jmw077000,kathryn lookadoo
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,MIS,6369,001,,1,,,4,,,1,,,,,,,,,,,0,gxd052000,eugene deluke
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,BA,3100,002,2,9,2,1,2,,1,,1,,1,,,,,,,,0,kxl164330,kathryn lookadoo
"Thouin, Mark","Dogaroglu, Seckin","Baskara, Srikar S",,,,MIS,6324,002,,11,12,13,10,,,,,,,,,,,,,,0,rvm019000,radha mookerjee
"Nketia, Joseph A",,,,,,FIN,3320,501,2,2,,2,1,2,5,5,6,2,3,3,5,,,,,,7,xxz137630,xiaofei zhao
"Ma, Liping","Nguyen, Khiem B",,,,,FIN,6306,001,,10,,,9,,,1,,,,,,,,,,,1,lxm133730,liping ma
"Ma, Liping","Nguyen, Khiem B",,,,,FIN,6306,501,,11,,,16,,,2,,,,,,,,,,,0,lxm133730,liping ma
"Xia, Han (Victor)",,,,,,FIN,6325,001,,21,7,12,1,,,,,,,,,,,,,,0,axr150331,alejandro rivera mesias
"Sibley, Daniel C",,,,,,FIN,6335,501,,10,9,3,1,,,,,,,,,,,,,,1,dcs170002,daniel sibley
"Baranchuk, Nina",,,,,,FIN,6350,501,,6,2,2,3,2,3,3,,,,,1,,,,,,2,nxb043000,nina baranchuk
"Blueshtein, Moran","Smith, Jake A",,,,,MECO,6312,001,,1,3,,2,1,,,,,,,,,,,,,0,mxb135230,moran blueshtein
"Bolton, Gary","Fahimi, Mohammad Mahdi",,,,,MECO,6350,001,,5,3,3,4,,,,,,,,,,,,,,0,gxb122130,gary bolton
"Rajaratnam, Daniel",,,,,,MKT,3300,008,,2,,12,16,2,4,8,,2,,,2,,,,,,0,pxp030100,parneet pahwa
"Amirpour, Semiramis",,,,,,MKT,3330,004,4,3,7,5,4,3,2,1,,,,,1,,,,,,0,sxa130731,semiramis amirpour
"Rajaratnam, Daniel",,,,,,MKT,3340,001,,3,1,8,11,,9,2,,,1,,,,,,,,0,dxr143430,daniel rajaratnam
"Kumar, Nanda","Bhave, Ashutosh C",,,,,MKT,6323,501,,16,,,7,3,,,,,,,,,,,,1,0,nkumar,nanda kumar
"Hogan, James W","Ojha, Amrit A",,,,,OPRE,3310,007,,12,,,22,,,13,,,,,,,,,,,0,mcl170030,mark layton
"Parks, David","Nishant, Kumar",,,,,OPRE,3310,003,1,3,1,3,6,4,7,7,7,,7,,,,,,,,3,rwk130030,robert kohankie
"Ozer, Ali O","Sul, Inki",,,,,OPRE,6378,001,,14,6,2,,3,,,,,,,,,,,,,0,oxo091000,ali ozer
"Saeed, Kashif","Savla, Rashmi U",,,,,MIS,6309,002,,19,8,21,15,,,,,,,,,,,,,,0,kxs147230,kashif saeed
"Tang, Shaojie","Guha, Sumalya",,,,,MIS,6323,501,,18,3,13,3,,,,,,,,,,,,,,0,sxt146930,shaojie tang
"Chen, Jianqing","Velumani, Suganya",,,,,MIS,6324,003,,7,3,7,8,2,,,,,,,,,,,,,0,zxz145430,
"Dogan, Kutsal","Pakala, Tharun Reddy",,,,,MIS,6326,501,,17,12,14,4,10,3,3,,,,,,,,,,,1,kxd025000,kutsal dogan
"Berardi, Caryn S",,,,,,BCOM,3100,001,14,16,,3,,,,,,,,,,,,,,,0,jmw077000,caryn berardi
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,4350,008,4,25,3,1,1,1,1,3,,,,,,,,,,,0,jmw077000,kristen lawson
"Layne, Raini M",,,,,,BCOM,4350,501,20,10,2,,2,1,,1,,,,,1,,,,,,0,rml081000,raini layne
"Levine, Sheen S","Kemp, Ayenda",,,,,BPS,4305,009,2,6,5,8,5,1,1,,,,,,4,,,,,,0,smc130730,shawn carraher
"Zydorek, Hubert",,,,,,IMS,3310,008,,20,9,13,4,4,,,,,,,,,,,,,0,hxz120930,hubert zydorek
"Meda, Edward","Vora, Gunjan",,,,,OBHR,3310,006,1,6,14,14,7,3,2,,,,,,,,,,,,2,exm150330,edward meda
"Hasenhuttl, Maria","Wang, Congying",,,,,OBHR,3310,004,17,11,5,3,3,1,1,2,,,2,,2,,,,,,2,jxw175430,junfeng wu
"Roy Bardhan, Anindita","Albritton, Jason M",,,,,HMGT,3311,001,,1,7,6,7,,4,1,,,,,2,,,,,,0,axb149330,anindita bardhan
"Yehuda, Nir","Zhou, Xiaolu",,,,,ACCT,3331,003,1,4,6,5,3,6,6,3,1,,4,,,,,,,,1,yxz066000,yibin zhou
"Gamino, John P","Bhatia, Nikita R",,,,,ACCT,3350,002,4,5,4,5,6,4,3,3,3,2,4,2,4,,,,,,0,ncg160030,nathan goldman
"Gamino, John P","Bhatia, Nikita R",,,,,ACCT,6353,501,,11,1,3,9,1,1,2,,,,,3,,,,,,0,jpg140630,john gamino
"Reichert, Carolyn A",,,,,,FIN,6301,MBP,,12,7,9,14,1,1,,,,,,,,,,,,0,carolyn,carolyn reichert
"Dover, Howard F","Shyam, Nikhil",,,,,MKT,4331,001,1,4,6,3,10,1,1,1,,,,,1,,,,,,0,hfd021000,howard dover
"Dover, Howard F","Shyam, Nikhil",,,,,MKT,6334,501,,11,6,1,,,,,,,,,,,,,,,0,hfd021000,howard dover
"Ganglmair, Bernhard","Kulkarni, Ritesh N",,,,,MECO,6303,501,,10,2,,8,2,3,1,,,,,1,,,,,,0,sxs177933,simon siegenthaler
"Chiong, Khai X","Surolia, Prakhar",,,,,MKT,3300,010,5,16,13,5,4,3,,,,,,,1,,,,,1,0,rxb154430,rita bargerhuff egeland
"Farquharson, Neil",,,,,,MKT,3300,501,2,4,12,12,9,4,3,,1,,,,,,,,,,2,nxf051000,neil farquharson
"Egeland, Rita E",,,,,,MKT,3300,HON,22,17,7,1,,,,,,,,,,,,,,,0,rxb154430,rita bargerhuff egeland
"Flannery, Carol","Nagarajan, Rahul",,,,,OPRE,3360,0W1,,13,,4,19,,5,5,,1,,,1,,,,,,2,flannery,carol flannery
"Majumdar, Sumit K","Sun, Geng",,,,,MIS,6302,0W1,,32,4,2,2,,,,,,,,,,,,,,0,skm021100,sumit majumdar
"Brussolo, Monica E","Chang, Chia-Hao",,,,,OPRE,6301,003,,6,2,6,2,1,1,1,,,,,,,,,,,1,meb049000,monica brussolo
"Patton, Karen",,,,,,BCOM,3310,002,9,13,4,6,2,,1,,,,,,,,,,,,2,sem054000,sarah moore
"Ahlberg, Mehrzad",,,,,,BCOM,3310,003,4,5,5,3,6,7,5,1,,,,,,,,,,,1,sem054000,sarah moore
"McCrady, Victoria D","Dakshinamoorthy, Sowmika",,,,,BCOM,3310,004,1,13,12,5,4,2,2,,1,,,,,,,,,,0,meg012400,margaret smallwood
"McCrady, Victoria D","Dakshinamoorthy, Sowmika",,,,,BCOM,3310,005,5,15,6,1,3,1,,,,,1,,,,,,,,2,meg012400,margaret smallwood
"Goodrich, Mary Beth W","Ayala, Nestor A",,,,,ACCT,6388,0W1,,19,6,2,3,1,1,,,,,,1,,,,,,0,goodrich,mary beth goodrich
"Goodrich, Mary Beth W","Ayala, Nestor A",,,,,ACCT,6388,001,,12,1,,,,,,,,,,,,,,,,0,goodrich,mary beth goodrich
"Guler, Lale",,,,,,ACCT,6334,002,,11,2,3,3,1,,,,,,,1,,,,,,0,lxg152230,lale guler
"Majumdar, Sumit K","Sun, Geng",,,,,ACCT,6349,0W1,,8,,,,,,,,,,,,,,,,,0,skm021100,sumit majumdar
"Ziegler, Laurie","Li, Jianan","Gupta, Ashna",,,,OB,6332,0W1,,12,,2,3,,1,,,,,,,,,,,,1,ziegler,laurie ziegler
"Ziegler, Laurie","Li, Jianan","Gupta, Ashna",,,,HMGT,6324,0W1,,7,,2,1,,,,,,,,,,,,,,0,ziegler,laurie ziegler
"Brussolo, Monica E","Abdi Kouchaksaraei, Maryam",,,,,OPRE,3333,002,7,10,11,14,4,5,4,3,,2,,,2,,,,,,1,meb049000,monica brussolo
"Kaan, Levent","Thankamony, Parvathy",,,,,OPRE,3333,502,11,,5,3,5,5,5,1,8,,,,7,,,,,,12,mxn162630,mofid nakhaei
"Sadka, Gil","Kyung, Hoyoun","Song, Dongye",,,,ACCT,6305,502,,24,15,9,8,,,,,,,,,,,,,,1,nbo150030,naim ozel
"Betanzos, Christina L","Juarez Herrera, Pablo J",,,,,ACCT,6388,501,,10,2,,1,,,,,,,,,,,,,,0,dxr143530,david reid
"Johnson, Jennifer","Garcia, Cesar D",,,,,ACCT,6343,0W1,,11,,,19,,,1,,,,,1,,,,,,0,jxj091000,jennifer johnson
"Barden, John P","Vinayagam, Chidambara P",,,,,ACCT,2302,HON,,24,13,6,4,,2,,,,,,1,,,,,,1,jpb063000,john barden
"Leach, Sonia E","Davies, Adesola A",,,,,OPRE,6366,501,,61,10,6,4,2,,1,,,,,,,,,,,0,sel120030,sonia leach
"Hedgecock, Blake M",,,,,,FIN,4321,501,2,7,,1,10,1,2,5,,,,,,,,,,,0,bxh132030,blake hedgecock
"Hedgecock, Blake M",,,,,,REAL,4321,501,,2,,3,6,1,1,2,,,1,,2,,,,,,0,bxh132030,blake hedgecock
"Sabri, Ehap H","Vardhineni, Sai Chandhar",,,,,OPRE,6370,001,,65,10,1,1,,,,,,,,,,,,,,0,exs055000,ehap sabri
"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,,OPRE,6332,001,,29,12,14,8,3,2,,,,,,3,,,,,,1,kxr087000,kannan ramanathan
"Leach, Sonia E","Chindak, Sachin",,,,,OPRE,6302,002,,13,4,5,6,1,1,1,,,,,4,,,,,,0,sel120030,sonia leach
"Owens, Dawn M","Thangeda, Bhavana",,,,,MIS,6308,002,,4,17,11,11,,,,,,,,1,,,,,,0,sraghu,srinivasan raghunathan
"Shaum, Robert A","Khatavkar, Shreya U",,,,,OPRE,6364,002,,45,,,,,,,,,,,,,,,,,0,ras150630,
"Alimirzaei, Athena","Goyal, Rahul Kumar",,,,,OPRE,6398,003,,11,,,,,,,,,,,,,,,,,0,asethi,awanti sethi
"Ahluwalia, Gurvinder S","Guha, Sumalya",,,,,MIS,6363,001,,3,,3,1,,,,,,,,,,,,,,0,gsa021000,gurvinder ahluwalia
"Johnson, Jennifer","Garcia, Cesar D",,,,,ACCT,4340,001,13,12,11,6,4,1,1,,,,,,,,,,,,0,jxj091000,jennifer johnson
"Johnson, Jennifer","Garcia, Cesar D",,,,,ACCT,4342,PP1,,5,7,5,3,1,,,,,,,,,,,,,0,jxj091000,jennifer johnson
"Cready, William M","Fan, Zhongwen",,,,,ACCT,6331,0W1,,7,,,5,2,,1,,,,,,,,,,,3,wmc041000,william cready
"Zolton, Kathy","Shavrina, Irina V",,,,,ACCT,6333,001,,20,,,24,,,9,,,,,,,,,,,1,kxz121730,kathy zolton
"Troutman, Amy B","Payne, Colton A",,,,,ACCT,6335,PP1,,19,,,,,,,,,,,,,,,,,0,amybass,amy troutman
"Goodrich, Mary Beth W","Vinayagam, Chidambara P",,,,,ACCT,6338,001,,21,1,1,7,,,1,,,,,,,,,,,1,goodrich,mary beth goodrich
"Li, Bin","Shekarchizadeh Esfahani, Sharif",,,,,ACCT,6344,501,,17,3,,18,,,2,,,,,,,,,,,0,bxl124230,
"Roy Bardhan, Anindita","Albritton, Jason M",,,,,ACCT,6373,001,,,2,,17,,,7,,,,,,,,,,,0,axb149330,anindita bardhan
"Roy Bardhan, Anindita","Albritton, Jason M",,,,,ACCT,6373,501,,1,10,,19,,,7,,,,,2,,,,,,1,axb149330,anindita bardhan
"Bracy, Dana",,,,,,ACCT,6383,501,,12,3,4,9,1,2,2,,,,,,,,,,,0,dxb016100,dana bracy
"Polze, Matthew M","Ayala, Nestor A",,,,,BLAW,2301,003,,20,4,6,15,3,13,2,7,3,3,1,7,,,,,,6,mmp062000,matthew polze
"Springate, David J",,,,,,ENTP,6311,501,,3,1,1,,,,,,,,,,,,,,,2,spring8,david springate
"Molina, Stephen",,,,,,FIN,4313,501,14,4,3,1,2,,,,,,,,2,,,,,,0,sxm163630,stephen molina
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,3320,006,7,5,5,2,4,8,3,3,5,1,,2,2,,,,,,0,sdp093020,
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,3320,007,2,3,9,7,2,6,6,3,4,1,1,,3,,,,,,1,fwa012000,
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,3320,008,5,9,11,2,5,3,3,1,4,1,1,,2,,,,,,1,gad075000,george decourcy
"Gurun, Ayfer",,,,,,FIN,3320,009,4,5,3,6,4,5,6,3,2,3,,,4,,,,,,0,fwa012000,
"Green, Kevin",,,,,,FIN,3330,001,1,11,,5,19,,4,11,,3,4,,1,,,,,,0,jgc160130,juliann chapman
"Xia, Han (Victor)",,,,,,FIN,3350,001,,11,5,6,8,2,,1,,,2,3,1,,,,,1,2,axr150331,alejandro rivera mesias
"DeCourcy, George A",,,,,,FIN,3365,001,7,2,2,6,10,3,2,2,,2,,,,,,,,,1,gad075000,george decourcy
"Khanapure, Revansiddha B","Hong, Yuan",,,,,FIN,4300,002,,1,3,7,8,,1,,,,,,,,,,,,0,kdw061000,kelsey wei
"Anderson, Frank W",,,,,,FIN,4310,001,,1,9,8,9,11,11,5,3,,1,,1,,,,,,1,jmm172030,jean marie meier
"Reichert, Carolyn A",,,,,,FIN,6301,503,,7,7,4,14,,1,1,,,,,,,,,,,0,carolyn,carolyn reichert
"von Drathen, Christian","Hong, Yuan",,,,,FIN,6311,001,,2,9,10,4,,,,,,,,,,,,,,2,jrr013500,james richards
"Springate, David J",,,,,,FIN,6311,501,,5,3,3,3,,1,,,,,,,,,,,,2,spring8,david springate
"Newcomb, Rebecca G",,,,,,ACCT,3100,501,14,4,,2,,1,,,,,,,,,,,,,1,rgn100020,rebecca newcomb
"Fry, Jennifer L",,,,,,BCOM,3310,006,3,19,4,2,7,1,,1,1,,,,,,,,,,0,meg012400,margaret smallwood
"Smallwood, Margaret G","Rosillo, Andrea G",,,,,BCOM,3310,007,3,26,8,,,2,,1,,,,,,,,,,,0,jtm014200,joe marchant
"Smallwood, Margaret G","Rosillo, Andrea G",,,,,BCOM,3310,008,4,15,11,2,5,1,1,1,,,,,,,,,,,0,jlf130030,jennifer fry
"Sluder, Jeanne",,,,,,BCOM,3310,009,4,23,7,2,3,,,,,,,,,,,,,,0,jis081000,jeanne sluder
"Sluder, Jeanne",,,,,,BCOM,3310,010,2,28,7,2,,,,,,,,,,,,,,,0,jis081000,jeanne sluder
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,BCOM,3310,011,4,7,5,2,9,2,1,1,2,1,1,,,,,,,,0,jis081000,jeanne sluder
"Sluder, Jeanne",,,,,,BCOM,3310,012,2,20,13,2,,,,,,,,,,,,,,,0,kxl164330,kathryn lookadoo
"McCuistion, Dennis",,,,,,BCOM,3310,5E1,1,3,4,4,5,2,2,,1,,,1,,,,,,,1,dxm094000,dennis mccuistion
"de los Santos, Veronica",,,,,,BCOM,4350,010,20,10,3,,2,1,,,2,,,,,,,,,,0,vdm130030,victoria mccrady
"Carraher, Shawn M",,,,,,BPS,4305,5E1,3,4,2,1,9,1,2,4,,1,,2,4,,,,,,1,smc130730,shawn carraher
"Guengerich, Steven","Kim, Dong Shin",,,,,ENTP,3301,001,,32,,,21,,,2,,,,,,,,,,,0,rgw091000,robert wright
"Choi, Emily","Vlas, Cristina O",,,,,ENTP,3301,002,2,6,20,6,7,10,5,,,,,,,,,,,,2,jxk092000,jackie kimzey
"Choi, Emily","Vlas, Cristina O",,,,,ENTP,3301,501,4,9,13,13,10,2,5,,,,,,,,,,,,0,sxg172931,steven guengerich
"Shah, Rajiv","Kathuria, Nishant",,,,,ENTP,4311,001,,14,,,15,,,6,,,1,,1,,,,,,0,rxs079000,rajiv shah
"Wright, Robert G",,,,,,ENTP,4320,501,,5,5,18,12,5,,,,,,,,,,,,,0,rgw091000,robert wright
"Berardi, Caryn S",,,,,,FIN,3100,001,19,15,,3,1,,,,,,,,,,,,,,1,cds110030,caryn berardi
"Berardi, Caryn S",,,,,,FIN,3100,002,22,17,,,,,,1,,,,,,,,,,,0,cds110030,caryn berardi
"Smallwood, James E",,,,,,FIN,3100,501,6,8,5,3,1,,1,,,,,,3,,,,,,0,jes094020,james smallwood
"Henderson, Tom",,,,,,IMS,3310,009,,9,3,8,11,3,3,6,,,2,,2,,,,,,0,txh093000,tom henderson
"Berardi, Caryn S",,,,,,ITSS,3100,001,23,12,,,1,,,,,,,,,,,,,,0,cds110030,caryn berardi
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,ITSS,3100,002,8,3,1,2,,,1,,,1,1,,1,,,,,,0,kxl164330,kathryn lookadoo
"Hazzard, Charles F","Kim, Kyun",,,,,OBHR,3310,HON,29,15,,2,,,,,,,,,1,,,,,,1,cxh056000,charles hazzard
"Egan, Terence J",,,,,,OPRE,3310,501,,12,,,16,,,10,,,3,,2,,,,,,1,rwk130030,robert kohankie
"Kohankie, Robert W",,,,,,OPRE,3310,5E1,6,15,,,10,,1,7,,,,,1,,,,,,0,rwk130030,robert kohankie
"Kaan, Levent","Thankamony, Parvathy",,,,,OPRE,3333,004,14,2,8,4,,3,7,3,2,,1,4,4,,,,,,10,tgs170130,timothy stephens
"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,,OPRE,3333,005,6,12,7,7,11,6,3,4,3,,3,,1,,,,,,2,lxk120730,levent kaan
"Flannery, Carol","Nagarajan, Rahul","Mobini Dehkordi, Zahra",,,,OPRE,6301,002,,34,,9,20,,2,2,,,,,4,,,,,,2,flannery,carol flannery
"Sethi, Awanti","Zhang, Wan Hua",,,,,OPRE,6301,501,,23,4,10,7,3,4,7,,,,,3,,,,,,7,sel120030,sonia leach
"Sethi, Awanti","Zhang, Wan Hua",,,,,OPRE,6301,005,,13,3,1,5,2,5,2,,,,,,,,,,,1,meb049000,monica brussolo
"Janakiraman, Ganesh","Armaghan, Milad",,,,,OPRE,6302,001,,5,14,37,8,3,,,,,,,,,,,,,1,gxj091000,ganesh janakiraman
"Muharremoglu, Alp","Chindak, Sachin",,,,,OPRE,6370,0W1,,34,3,4,1,1,,,,,,,,,,,,,0,axm110431,alp muharremoglu
"Beachboard, John C","Forqandoost Haqiqi, Sina","Yang, Mingwen",,,,ITSS,3300,001,,13,8,3,11,5,,4,2,2,1,,,,,,,,0,rxr062000,richard reed
"Scott, James A","Yang, Mingwen",,,,,ITSS,3300,002,,9,14,11,10,3,,1,1,,,,,,,,,,0,msavoie,michael savoie
"Hefley, William E","Zhang, Chenglong",,,,,ITSS,3300,003,1,2,2,3,6,4,3,11,,6,2,,5,,,,,,3,msavoie,michael savoie
"Hefley, William E","Zhang, Chenglong",,,,,ITSS,3300,004,3,3,3,3,9,4,1,3,5,2,2,,9,,,,,,2,gxs122530,geng sun
"Bose, Ranavir","Ramakrishnan, Prabhu",,,,,ITSS,3300,005,,11,14,12,7,3,,1,,,,,,,,,,,0,jas076100,james scott
