Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
MUSI,3342,0W1,4,6,,,3,,,1,,,,,2,,,,,1,"Bennett, Rodger",,,,,,rxb180025,rodger bennett
MUSI,3380,501,7,3,1,,,,,,,,,,,,,,,0,"Corder, Vanessa",,,,,,vxc220036,vanessa corder
MUSI,3382,1,,17,,,,,,,,,,,,,,,,0,"Riemer Bueckert, Nili S",,,,,,nxr190013,nili riemer bueckert
MUSI,3388,1,11,4,,,,,,,,,,,,,,,,0,"Oh, Domi",,,,,,dxo210002,domi oh
MUSI,4112,1,,12,,,,,,,,,,,,,,,,0,"Rodriguez, Robert X",,,,,,rxr014610,robert rodriguez
MUSI,4118,501,,41,,,1,,,,,,,,,,,,,0,"Ming, Adron",,,,,,axm167231,adron ming
MUSI,4120,501,,27,,,,,,,,,,,,,,,,0,"Lapinski, Robert M",,,,,,gjh120030,
MUSI,4185,1,,29,,,,,,,,,,,,,,,,0,"Palant, Jonathan A",,,,,,jxp170230,jonathan palant
MUSI,4186,1,,18,,,,,,,,,,,,,,,,0,"Durbin, Kelly P",,,,,,kpdurbin,kelly durbin
NATS,2333,1,25,3,,1,,,,,,1,,,,,,,,0,"Taylor, Stephanie M","Robinson, Kelly E",,,,,smt031000,stephanie taylor
NATS,3341,1,9,,3,,,,,,,,,,2,,,,,1,"Dorsey, Floyd Z",,,,,,fzd110020,floyd dorsey
NATS,3343,2,1,3,4,2,1,,,,,,,,,,,,,0,"Gregory, Denise",,,,,,dxg200019,denise gregory
NATS,3343,1,,3,2,2,5,1,,1,,,1,,,,,,,0,"York, Megan K",,,,,,,megan york
NATS,4141,501,,19,,1,,,,,,,,,,,,,,0,"Mcconnell, James S","Dorsey, Floyd Z",,,,,bgg021000,
NATS,4341,1,,7,3,2,2,,,1,,,,,,,,,,0,"York, Megan K","Donaldson, Katherine E",,,,,,megan york
NATS,4390,1,1,5,1,2,,,,,,,,,1,,,,1,0,"Taylor, Stephanie M","Hajeri, Vinita","Saleh, Mohammad S",,,,smt031000,stephanie taylor
NSC,3361,HN2,2,8,6,1,,,,,,,,,,,,,,0,"LaDow, Eva S",,,,,,cmr067000,christa mcintyre rodriguez
NSC,3361,HN1,3,9,7,1,1,,1,,,,,,,,,,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow
NSC,3361,4,,1,4,2,2,10,2,6,4,,1,2,8,,,,,1,"McWilliams, Steven P",,,,,,sxm127330,steven mcwilliams
NSC,3361,5,2,5,11,10,13,15,8,9,4,4,5,1,5,,,,,0,"McWilliams, Steven P","Wang, Bangjie",,,,,sms170009,safiullah shareef
NSC,3361,2,5,15,29,13,7,6,8,3,3,2,,1,1,,,,,2,"Raboune, Siham","Kim, Hyun-Woong",,,,,sxr180071,siham raboune
NSC,3361,6,37,10,7,8,7,1,2,7,1,2,2,4,11,,,,,2,"Kim, Diana P",,,,,,dpk220003,diana kim
NSC,3361,1,36,9,17,17,11,6,12,21,31,,15,,7,,,,1,7,"Miller, Van S",,,,,,vxm077000,van miller
NSC,4351,1,6,18,,3,2,,,,1,,,,1,,,,,0,"Miller, Van S",,,,,,vxm077000,van miller
NSC,4352,2,17,8,6,3,2,,,,1,,,,,,,,,1,"Zwierzchowski, Amy",,,,,,anz101020,amy zwierzchowski
NSC,4352,1,22,9,18,16,4,2,3,4,5,9,3,1,15,,,,,5,"Kroener, Sven","Mendez, Skylar A",,,,,sxk101000,sven kroener
NSC,4353,109,11,,,,,1,,,1,,,,1,,,,,0,"Kim, Diana P","Krauth, Melissa",,,,,anz101020,amy zwierzchowski
NSC,4353,106,2,7,3,1,1,,,,1,,,,,,,,,0,"Raboune, Siham","Hudson, Rachael N",,,,,amt180004,anna taylor
NSC,4353,103,4,5,,1,1,,,,,,,,,,,,,1,"Taylor, Anna M","Sherard, Glenn H",,,,,sxm127330,steven mcwilliams
NSC,4353,108,7,1,3,,,,,,1,,,,1,,,,,0,"Zwierzchowski, Amy","Hu, Ya-Yu",,,,,amt180004,anna taylor
NSC,4353,104,,4,6,1,2,1,,,,,,,,,,,,0,"Sultana, Rukhsana","Phillips, Chris D",,,,,rxs170431,rukhsana sultana
NSC,4353,105,4,3,4,2,,,1,,,,,,,,,,,0,"Taylor, Anna M","Rodriguez, Sierra R",,,,,sxr180071,siham raboune
NSC,4353,107,,7,3,2,1,,,1,,,,,,,,,,0,"Raboune, Siham","Burklow, Jessica A",,,,,rxs170431,rukhsana sultana
NSC,4354,2,28,5,4,2,6,2,3,3,3,,,3,3,,,,,2,"Kim, Diana P","Royer, Danielle M",,,,,dpk220003,diana kim
NSC,4354,1,3,21,15,10,7,9,4,1,3,2,1,1,2,,,,,3,"Raboune, Siham","Nguyen, Linh Thi D",,,,,sxr180071,siham raboune
NSC,4356,1,,14,,,4,,,,,,,,1,,,,1,1,"Sultana, Rukhsana",,,,,,rxs170431,rukhsana sultana
NSC,4356,2,,88,,,9,1,,8,1,,,,2,,,,,0,"Rennaker, Robert L","Jauregui, Candy",,,,,rlr091000,robert rennaker
NSC,4357,1,3,6,8,2,1,2,3,,6,,3,,,,,,,0,"Rodriguez, Christa M",,,,,,cmr067000,christa rodriguez
NSC,4358,1,115,64,28,6,5,6,2,,1,,1,,,,,,,0,"Price, Theodore J","Alexander, Shevon","Hankerd, Kali","Sankaranarayanan, Ishwarya","Davis, Olivia C","Franco Enzastiga, Urzula M",tjp140130,theodore price
NSC,4359,1,1,4,11,6,6,3,2,1,2,,,,1,,,,,1,"Natu, Vaidehi S","Skolasinska, Paulina A",,,,,vsn061000,vaidehi natu
NSC,4361,1,,20,,,7,,,1,,,4,,,,,,,1,"Shirazi, Vanessa J",,,,,,vxs210044,vanessa shirazi
NSC,4363,HN1,7,15,2,,,,,,,,,,,,,,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow
NSC,4363,1,38,13,9,2,7,1,4,2,,,,,,,,,,0,"Zwierzchowski, Amy","Khowash, Oly",,,,,anz101020,amy zwierzchowski
NSC,4364,0W1,,42,,,1,,,,,,,,2,,,,,0,"Shareef, Safi Ullah",,,,,,sms170009,safiullah shareef
NSC,4366,2,14,3,6,,5,2,3,4,2,,4,,1,,,,,1,"Miller, Van S",,,,,,vxm077000,van miller
NSC,4366,1,12,18,11,13,8,10,8,4,5,,6,,6,,,,,3,"Taylor, Anna M",,,,,,amt180004,anna taylor
NSC,4371,1,3,8,5,1,2,1,,1,,,,,1,,,,,2,"Kilgard, Michael P",,,,,,kilgard,michael kilgard
NSC,4380,1,,16,,,8,,,6,,,2,,,,,,,2,"Solodkin, Ana J",,,,,,ajs190004,ana solodkin
NSC,4381,1,,42,,,9,,,1,,,,,,,,,1,3,"Thorn, Catherine A",,,,,,cat170002,catherine thorn
NSC,4382,0W1,40,32,18,2,3,,1,,,,,,,,,,,0,"Jahangiri, Faisal R","Lopez, Mikaela I",,,,,amoller,aage moller
NSC,4383,5H1,10,,,,,,,,,,,,,,,,,0,"Jahangiri, Faisal R",,,,,,frj190000,faisal jahangiri
NSC,4385,1,,17,,,15,,,4,,,2,,1,,,,,2,"Filbey, Francesca M",,,,,,fxf013100,francesca filbey
NSC,4V90,1,,15,,,3,,,1,,,3,,,,,,,0,"Shirazi, Vanessa J",,,,,,vxs210044,vanessa shirazi
NSC,4V90,2,15,2,5,1,3,2,2,1,3,,,,,,,,,2,"Miller, Van S",,,,,,vxm077000,van miller
NSC,4V90,0W1,4,4,7,9,6,4,2,6,3,,5,,4,,,,,8,"Maqbool, Mohsin","Mahama-Rodriguez, Alia C",,,,,amoller,aage moller
OB,6248,CW1,,20,,,,,,,,,,,,,,,,0,"Hicks, Robert F",,,,,,,robert hicks
OB,6249,CW1,,15,,,6,,,,,,,,,,,,,0,"Hicks, Robert F",,,,,,,robert hicks
OB,6301,501,,14,16,8,5,6,4,2,,,,,,,,,,0,"Hicks, Jeffrey N","Frantz, Zachary A",,,,,pretty,orlando richard
OB,6301,CH1,,28,,,,,,,,,,,,,,,,0,"Ghosh, Anne F",,,,,,,anne ghosh
OB,6301,MBP,,21,4,2,2,,1,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
OB,6301,0W2,,18,12,4,1,1,2,,,,,,1,,,,,2,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
OB,6301,1,,12,9,7,11,4,6,3,,,,,,,,,,0,"Skuza, Agnieszka","Katakam, Divya Bala Sunaina",,,,,,agnieszka skuza
OB,6301,0W3,,13,20,5,5,9,3,2,,,,,2,,,,,1,"Skuza, Agnieszka","Katakam, Divya Bala Sunaina",,,,,axo027000,agnieszka olsztynska
OB,6301,0W1,,43,14,7,8,2,1,1,,,,,,,,,,0,"Hasenhuttl, Maria","Teschner, Ryan S",,,,,ziegler,laurie ziegler
OB,6332,0W1,,34,,,4,,,1,,,,,,,,,,0,"Ziegler, Laurie L","Teschner, Ryan S",,,,,ziegler,laurie ziegler
OB,6332,501,,44,2,1,,,,,,,,,,,,,,0,"Ziegler, Laurie L","Teschner, Ryan S",,,,,ziegler,laurie ziegler
OB,6332,MBP,,27,3,,2,,,,,,,,,,,,,0,"Ritchey, Kemberly A",,,,,,kar014400,kemberly ritchey
OB,6332,1,,39,2,,3,,,,,,,,,,,,,0,"Ziegler, Laurie L","Teschner, Ryan S",,,,,ziegler,laurie ziegler
OB,6332,0W2,,39,,1,2,,1,1,,,,,,,,,,0,"Ziegler, Laurie L","Teschner, Ryan S",,,,,ziegler,laurie ziegler
OB,6334,GW1,,11,,,,,,,,,,,,,,,,0,"Thurgood, Keith L",,,,,,klt160130,keith thurgood
OB,6342,CW1,,44,3,2,,1,,,,,,,,,,,,0,"Norton, Larry W",,,,,,,larry norton
OB,6346,GW1,,13,,,,,,1,,,,,,,,,,0,"Thurgood, Keith L",,,,,,klt160130,keith thurgood
OB,6346,CW1,,21,3,1,,,,,,,,,2,,,,,0,"Latham, Van M",,,,,,,van latham
OB,6346,CW2,,19,5,6,1,,,,,,,,,,,,,1,"Latham, Van M",,,,,,,van latham
OB,6350,CW1,,11,3,4,1,,1,,,,,,,,,,,0,"Hicks, Robert F",,,,,,,robert hicks
OB,6351,CW1,,11,7,,2,1,,,,,,,,,,,,0,"Norton, Larry W",,,,,,,larry norton
OB,6356,CW1,,14,4,1,2,1,2,,,,,,1,,,,,1,"Albrecht, Dale J",,,,,,dja180003,dale albrecht
OBHR,3310,3,,13,16,14,11,2,1,1,1,,,1,,,,,,0,"Wu, Junfeng","Guo, Nan",,,,,jxw175430,junfeng wu
OBHR,3310,4,1,9,17,18,8,4,1,1,,,,,1,,,,,0,"Wu, Junfeng","Guo, Nan",,,,,jxw175430,junfeng wu
OBHR,3310,6,,6,11,8,6,15,6,2,6,2,1,,,,,,,2,"Skuza, Agnieszka","Garg, Suyash",,,,,,agnieszka skuza
OBHR,3310,2,,23,14,6,10,7,1,1,3,,,,1,,,,,0,"Hicks, Jeffrey N","Frantz, Zachary A",,,,,cxh056000,charles hazzard
OBHR,3310,HON,,13,17,8,6,6,1,,1,,,,,,,,,0,"Hicks, Jeffrey N","Frantz, Zachary A",,,,,cxh056000,charles hazzard
OBHR,3310,5,1,10,19,13,8,1,1,3,1,,1,,,,,,,0,"Wu, Junfeng","Guo, Nan",,,,,jnh061000,jeffrey hicks
OBHR,3310,501,1,1,11,7,7,9,8,2,6,3,1,,1,,,,,1,"Skuza, Agnieszka","Garg, Suyash",,,,,jnh061000,jeffrey hicks
OBHR,3310,1,,10,17,12,8,9,4,3,1,,,,,,,,,0,"Hicks, Jeffrey N","Frantz, Zachary A",,,,,jnh061000,jeffrey hicks
OBHR,3330,5,3,4,4,3,15,1,5,3,6,2,,,2,,,,,0,"Takeuchi, Riki","Frantz, Zachary A",,,,,davidr,david ritchey
OBHR,3330,7,10,5,9,8,10,6,4,4,,1,,,3,,,,,0,"Weekley, Jeffrey A","Lee, Minjung",,,,,,jeffrey weekley
OBHR,3330,3,9,14,4,5,10,10,1,2,3,,2,2,1,,,,,0,"Chung, Hyesook","Lu, Renjie",,,,,hxc220020,hyesook chung
OBHR,3330,4,19,14,11,4,3,5,2,1,2,,1,,1,,,,,0,"Albrecht, Dale J","Jiang, Rui",,,,,dja180003,dale albrecht
OBHR,3330,8,19,8,15,2,6,3,2,2,,2,,1,2,,,,,1,"Albrecht, Dale J","Jiang, Rui",,,,,dja180003,dale albrecht
OBHR,3330,501,3,16,22,7,4,2,1,4,1,1,1,,1,,,,,0,"Meda, Edward","Lu, Renjie","Madan, Anmol",,,,davidr,david ritchey
OBHR,3330,503,5,4,14,2,7,3,2,3,1,,,,2,,,,,0,"Albrecht, Dale J","Jiang, Rui",,,,,dja180003,dale albrecht
OBHR,3330,2,5,6,8,6,4,7,5,8,9,,,,2,,,,,1,"Takeuchi, Riki","Frantz, Zachary A",,,,,rxt173730,riki takeuchi
OBHR,3330,1,14,12,6,7,11,5,2,2,,,,1,2,,,,,0,"Chung, Hyesook","Lu, Renjie",,,,,hxc220020,hyesook chung
OBHR,4310,1,14,22,8,1,11,,,1,,,,,2,,,,,0,"McNulty, Diane S","Barden, John P","Viveka Moorthy, Saranya",,,,dmcnulty,diane mcnulty
OBHR,4331,502,,2,10,3,5,1,1,1,,,,,,,,,,0,"McGraw-Baker, Lori",,,,,,lam012200,
OBHR,4333,1,4,4,6,1,4,2,2,,,1,,,1,,,,,0,"Albrecht, Dale J",,,,,,dja180003,dale albrecht
OBHR,4334,1,3,2,4,,8,2,,3,,,,,,,,,,0,"Weekley, Jeffrey A","Lee, Minjung",,,,,,jeffrey weekley
OBHR,4335,1,2,11,7,9,2,1,,1,,,,,1,,,,,2,"Meda, Edward","Lu, Renjie",,,,,exm150330,edward meda
OBHR,4352,2,5,5,8,4,5,2,2,3,,1,,,1,,,,,2,"Ritchey, Kemberly A",,,,,,kar014400,kemberly ritchey
OBHR,4354,1,2,14,12,6,,1,1,3,,,,,,,,,,1,"Meda, Edward","Lu, Renjie",,,,,exm150330,edward meda
OBHR,4395,1,5,6,4,10,5,1,1,1,1,,,,1,,,,,0,"Weekley, Jeffrey A","Lee, Minjung",,,,,,jeffrey weekley
OPRE,3310,0W2,,4,,6,22,,6,9,,,3,,,,,,,0,"Subramoniam, Ramesh","Jonnalagadda, Venkata Laxmi Mrunalini",,,,,gxd052000,eugene deluke
OPRE,3310,1,15,12,7,10,2,4,4,2,1,1,1,,1,,,,,0,"Armaghan, Milad",,,,,,mxa135230,milad armaghan
OPRE,3310,3,7,5,10,10,5,7,9,4,3,,,,,,,,,0,"Venkataraman, Ashwin","Wang, Zihan",,,,,axv190029,ashwin venkataraman
OPRE,3310,6,,9,,3,24,,5,13,,,6,,,,,,,0,"Subramoniam, Ramesh","Jonnalagadda, Venkata Laxmi Mrunalini",,,,,rxs179630,ramesh subramoniam
OPRE,3310,5,,36,,5,17,,1,4,,,,,,,,,,0,"Hogan, James W",,,,,,jwh085000,james hogan
OPRE,3310,0W1,2,10,,7,19,,6,17,,,3,,1,,,,,1,"Deluke, Eugene",,,,,,gxd052000,eugene deluke
OPRE,3310,8,13,19,15,7,6,3,2,1,3,,,,1,,,,,0,"Zhang, Minmin",,,,,,mxz180015,minmin zhang
OPRE,3310,501,7,13,,4,14,,4,5,,,2,,,,,,,1,"Mozik, Vincent C",,,,,,rwk130030,robert kohankie
OPRE,3310,9,1,10,11,7,8,5,2,2,4,2,,2,1,,,,,2,"Mirzaeian, Neda","Celik, Beyza",,,,,nxm220040,neda mirzaeian
OPRE,3310,7,3,8,8,9,6,6,6,4,4,,1,,1,,,,,2,"Venkataraman, Ashwin","Wang, Zihan",,,,,axv190029,ashwin venkataraman
OPRE,3310,4,1,5,,3,21,,3,11,,,11,,8,,,,,1,"Hassanzadeh, Nozar","Abhishek Sridhar, .",,,,,nozarh,nozar hassanzadeh
OPRE,3320,3,1,4,5,2,3,3,4,3,4,,1,,2,,,,,1,"Fatehi, Soraya","Qu, Zihao",,,,,sxf200005,soraya fatehi
OPRE,3330,1,7,6,5,8,7,9,1,,1,,,,1,,,,,0,"Kennedyd, Sarmann I","Doddasomanahally Rajanna, Rashmi","Pendyala, Sindhura",,,,sik220001,sarmann kennedyd
OPRE,3330,2,2,12,6,10,14,4,1,3,3,2,,,2,,,,,0,"Kennedyd, Sarmann I","Pendyala, Sindhura","Doddasomanahally Rajanna, Rashmi",,,,sik220001,sarmann kennedyd
OPRE,3333,3,4,16,7,19,8,9,2,5,8,,,,,,,,,1,"Enayaty Ahangar, Negin",,,,,,nxe180001,negin enayaty ahangar
OPRE,3333,501,5,9,11,3,7,10,8,8,6,,3,4,3,,,,,0,"Sajjadi, Seyed R",,,,,,lxk120730,levent kaan
OPRE,3333,1,10,10,10,5,8,4,1,4,7,2,,3,13,,,,,1,"Oguzman, Neslihan",,,,,,nxo170830,neslihan oguzman
OPRE,3333,2,2,23,10,11,7,5,6,5,2,1,2,,3,,,,,1,"Enayaty Ahangar, Negin",,,,,,nxe180001,negin enayaty ahangar
OPRE,3333,4,14,10,12,5,15,7,1,3,5,,3,1,2,,,,,0,"Oguzman, Neslihan",,,,,,nxo170830,neslihan oguzman
OPRE,3333,5,19,14,5,7,11,4,1,3,5,1,4,,2,,,,,2,"Ahadi, Khatereh","Patel, Heet K",,,,,lxk120730,levent kaan
OPRE,3340,1,9,10,2,10,4,5,3,3,,1,3,,5,,,,,3,"Enayaty Ahangar, Negin",,,,,,nxe180001,negin enayaty ahangar
OPRE,3360,2,,6,12,8,8,10,13,4,,,,,7,,,,,2,"Toptal, Aysegul","Gandhi, Adeetya",,,,,kxa180010,khatereh ahadi
OPRE,3360,5,18,16,10,9,4,6,1,1,2,,2,,,,,,,1,"Du, Haokun",,,,,,axq140430,anyan qi
OPRE,3360,6,6,13,7,9,13,9,3,9,1,,,,,,,,,0,"Takasi, Venkanna Dora Goutham",,,,,,,venkanna dora goutham takasi
OPRE,3360,7,7,18,,11,20,6,5,1,,,,,,,,,,2,"Qi, Anyan","Ghosh, Pramit",,,,,axq140430,anyan qi
OPRE,3360,502,10,11,10,14,9,3,3,3,3,,,1,3,,,,,0,"Kennedyd, Sarmann I","Pendyala, Sindhura","Doddasomanahally Rajanna, Rashmi",,,,rxs179730,reza sajjadi
OPRE,3360,0W1,6,14,7,7,11,9,6,3,4,1,1,1,,,,,,1,"Brussolo, Monica E","Damania, Krish",,,,,flannery,carol flannery
OPRE,3360,3,4,8,8,6,7,8,3,4,3,1,,,1,,,,,3,"Liu, Quanquan","Yadav, Namit K",,,,,qxl220001,quanquan liu
OPRE,3360,501,6,6,7,5,4,8,4,4,2,1,,,3,,,,5,4,"Liu, Quanquan","Yadav, Namit K",,,,,axq140430,anyan qi
OPRE,3360,1,3,4,2,14,7,7,7,12,6,6,,,,,,,,1,"Woldu, Malgorzata",,,,,,mxw180018,malgorzata woldu
OPRE,3360,4,6,11,8,7,10,7,6,5,2,1,,,1,,,,1,4,"Liu, Quanquan","Yadav, Namit K",,,,,qxl220001,quanquan liu
OPRE,4310,1,1,1,4,3,3,4,2,,,1,1,,2,,,,,0,"Ramanathan, Kannan","Agrawal, Parth Vijay",,,,,kxr087000,kannan ramanathan
OPRE,4320,1,1,1,3,3,5,7,3,5,1,2,,,,,,,,1,"Subramoniam, Ramesh","Patel, Afroz I",,,,,rxs179630,ramesh subramoniam
OPRE,4330,501,6,15,4,4,2,1,,1,1,,,,,,,,,0,"Widdifield, David S",,,,,,tje130130,terence egan
OPRE,4340,501,3,3,2,3,4,1,2,,,,1,,,,,,,0,"Hu, Bin","Chen, Qiuxia",,,,,bxh180009,bin hu
OPRE,4345,1,1,5,1,1,3,3,,1,1,,3,,,,,,,0,"Fatehi, Soraya","Qu, Zihao",,,,,sxf200005,soraya fatehi
OPRE,4350,1,5,5,4,4,5,4,2,2,,,,,2,,,,,2,"Sethi, Avanti P","Mohapatra, Adyasha",,,,,,avanti sethi
OPRE,6301,1,,22,8,11,5,3,2,2,,,,,1,,,,,1,"Ahadi, Khatereh","Bharadwaj, Ashwin Manjunath",,,,,kxa180010,khatereh ahadi
OPRE,6301,GW2,,14,5,2,7,,,,,,,,3,,,,,3,"Leach, Sonia E",,,,,,sel120030,sonia leach
OPRE,6301,501,,13,3,6,6,8,3,3,,,,,2,,,,,3,"Sethi, Avanti P","Mohapatra, Adyasha",,,,,sel120030,sonia leach
OPRE,6301,2,,13,5,4,7,5,8,4,,,,,9,,,,,0,"Toptal, Aysegul","Gandhi, Adeetya",,,,,kxa180010,khatereh ahadi
OPRE,6301,3,,23,6,8,5,2,5,4,,,,,2,,,,,2,"Ahadi, Khatereh","Bharadwaj, Ashwin Manjunath",,,,,kxa180010,khatereh ahadi
OPRE,6301,0W1,,18,16,5,4,6,3,3,,,,,3,,,,,2,"Leach, Sonia E","Gudipati, Sai Venkata Shreya",,,,,flannery,carol flannery
OPRE,6302,CW2,,,11,,,1,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh
OPRE,6302,GW1,,,7,9,2,,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh
OPRE,6302,XS1,,1,20,,,,,,,,,,,,,,,1,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh
OPRE,6302,CW1,,7,17,1,3,1,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh
OPRE,6302,MBC,,20,11,5,3,3,,,,,,,,,,,,0,"Honhon, Dorothee B","Menon, Aditya S",,,,,dbh130130,dorothee honhon
OPRE,6302,501,,11,9,26,4,,,,,,,,,,,,,0,"Mirzaeian, Neda","Celik, Beyza",,,,,sel120030,sonia leach
OPRE,6302,1,,9,11,6,8,6,5,5,,,,,6,,,,,0,"Leach, Sonia E","Shehin, FNU",,,,,sel120030,sonia leach
OPRE,6302,2,,15,7,5,5,6,8,6,,,,,4,,,,1,2,"Rajamani, Divakar","Batra, Nirmanyu",,,,,dbh130130,dorothee honhon
OPRE,6302,0W1,,17,14,13,8,4,1,4,,,,,1,,,,,0,"Leach, Sonia E","Shehin, FNU",,,,,milind,milind dawande
OPRE,6303,0W1,,9,,1,2,1,1,1,,,,,1,,,,,4,"Sethi, Avanti P","Mohapatra, Adyasha",,,,,asethi,awanti sethi
OPRE,6332,1,,21,13,14,15,5,2,1,,,,,,,,,,5,"Rios Uribe, Ignacio A","Ghosh, Pramit",,,,,iar200000,ignacio rios uribe
OPRE,6332,0W2,,18,9,8,3,2,1,2,,,,,6,,,,2,1,"Ramanathan, Kannan","Agrawal, Parth Vijay","Nuti, Sowjanya",,,,kxr087000,kannan ramanathan
OPRE,6332,0W1,,16,11,2,5,5,5,6,,,,,5,,,,,0,"Ramanathan, Kannan","Agrawal, Parth Vijay","Nuti, Sowjanya",,,,kxr087000,kannan ramanathan
OPRE,6332,501,,30,8,5,7,3,1,3,,,,,11,,,,,0,"Ramanathan, Kannan","Agrawal, Parth Vijay","Nuti, Sowjanya",,,,kxr087000,kannan ramanathan
OPRE,6332,2,,34,6,9,6,3,1,4,,,,,7,,,,,0,"Ramanathan, Kannan","Agrawal, Parth Vijay","Nuti, Sowjanya",,,,kxr087000,kannan ramanathan
OPRE,6341,5W1,,30,13,1,2,,,1,,,,,,,,,,1,"Widdifield, David S",,,,,,dsw180001,david widdifield
OPRE,6359,2,,4,,2,1,1,2,,,,,,,,,,,0,"Ramezani, Rasoul","Pampalker, Shashank",,,,,meb049000,monica brussolo
OPRE,6359,0W1,,4,,2,2,,,,,,,,1,,,,,1,"Brussolo, Monica E","Damania, Krish",,,,,meb049000,monica brussolo
OPRE,6359,502,,6,3,3,3,1,,,,,,,,,,,,1,"Enayaty Ahangar, Negin",,,,,,meb049000,monica brussolo
OPRE,6359,5W1,,9,4,1,5,2,,,,,,,1,,,,,0,"Whalen, Tristan G","Patel, Jay A","Julakanti, Shiva Prasad Reddy",,,,tgw100020,tristan whalen
OPRE,6359,501,,15,2,2,2,1,1,3,,,,,,,,,,0,"Ramezani, Rasoul","Pampalker, Shashank",,,,,axt083100,aysegul toptal
OPRE,6359,1,,8,9,7,3,2,3,,,,,,2,,,,,0,"Toptal, Aysegul","Gandhi, Adeetya",,,,,axt083100,aysegul toptal
OPRE,6362,502,,15,4,,2,1,,2,,,,,,,,,,0,"Kennedyd, Sarmann I","Pendyala, Sindhura","Doddasomanahally Rajanna, Rashmi",,,,sik220001,sarmann kennedyd
OPRE,6362,501,,17,10,5,2,1,,1,,,,,,,,,,0,"Kennedyd, Sarmann I","Doddasomanahally Rajanna, Rashmi","Pendyala, Sindhura",,,,sxa063000,shawn alborz
OPRE,6364,1,,9,1,4,4,5,,,,,,,,,,,3,0,"Ramanathan, Kannan","Agrawal, Parth Vijay",,,,,kxr087000,kannan ramanathan
OPRE,6366,PW1,,10,1,1,,,,,,,,,,,,,,0,"Rajamani, Divakar",,,,,,dxr020100,divakar rajamani
OPRE,6366,501,,16,7,10,11,8,4,7,,,,,4,,,,,0,"Leach, Sonia E","Gudipati, Sai Venkata Shreya",,,,,sel120030,sonia leach
OPRE,6366,0W1,,17,26,21,8,1,,1,,,,,,,,,,0,"Cakanyildirim, Metin","Qu, Zihao",,,,,metin,metin cakanyildirim
OPRE,6367,1,,31,,,,,,,,,,,,,,,,0,"Parks, David",,,,,,dxp153830,david parks
OPRE,6369,501,,12,36,10,6,1,,3,,,,,,,,,,1,"Subramoniam, Ramesh","Patel, Afroz I",,,,,gxd052000,eugene deluke
OPRE,6370,PW1,,7,2,1,,1,,,,,,,,,,,,0,"Rajamani, Divakar",,,,,,dxr020100,divakar rajamani
OPRE,6370,0W1,,7,9,12,4,2,3,,,,,,1,,,,,3,"Frazelle, Andrew","Wei, Jiarui",,,,,axm110431,alp muharremoglu
OPRE,6370,501,,59,10,5,5,,,,,,,,,,,,,0,"Sabri, Ehap H","Abhishek Sridhar, .",,,,,exs055000,ehap sabri
OPRE,6371,PW1,,11,,2,1,,,,,,,,,,,,,0,"Hogan, James W","Rajamani, Divakar",,,,,jwh085000,james hogan
OPRE,6371,501,,21,15,14,17,6,,,,,,,1,,,,,0,"Hu, Bin","Chen, Qiuxia",,,,,qxc171130,
OPRE,6378,501,,49,17,8,4,1,,,,,,,,,,,,0,"Widdifield, David S",,,,,,dsw180001,david widdifield
OPRE,6379,0W1,,10,16,10,12,11,4,3,,,,,1,,,,,0,"Rajamani, Divakar","Batra, Nirmanyu",,,,,dxr020100,divakar rajamani
OPRE,6382,0W1,,39,3,,,1,,,,,,,,,,,,0,"Vicario, Joseph A","Divin, Diane T",,,,,jav170030,
OPRE,6389,501,,5,4,3,2,1,,,,,,,,,,,,0,"Cakanyildirim, Metin","Qu, Zihao",,,,,metin,metin cakanyildirim
OPRE,6393,0W1,,5,2,4,1,1,1,,,,,,2,,,,,0,"Cavusoglu, Huseyin","Zhu, Yan",,,,,huseyin,huseyin cavusoglu
OPRE,7343,1,,3,4,3,3,,,,,,,,,,,,,1,"Venkataraman, Ashwin",,,,,,axv190029,ashwin venkataraman
OPRE,7351,0H1,,,,,,,,,,,,,,14,,,,0,"Sethi, Suresh P",,,,,,sethi,
PA,3333,0W1,,23,8,,1,2,1,1,1,,,1,,,,,,1,"Yoon, Youngseok",,,,,,tth130030,
PA,3378,0W1,,20,2,2,3,2,,,,,,,1,,,,,0,"Gorina, Evgenia",,,,,,exg131830,evgenia gorina
PA,3380,0W1,6,6,3,1,1,1,1,,,,,,1,,,,,2,"Oh, Seongdeok",,,,,,rvc140130,rashmi chordiya
